Number,X,Y,Al,Ti,Cr,Fe,Co,Ni,Cu,Zr,Mo,W,Mn,Si,Mg,Resistance,Thickness,Resistivity,Ex_resistivity,ravg,delta,dHmix,ENavg,dEN,N,Compo
52517,37,-5,26.85893,0,0,0,52.95999,0,0,0,20.18108,0,0,0,0,0.626,555.6192,157.5613815,152.4672468,0.132054526,0.059470796,-14.03227387,1.863987913,0.187471971,3,Al/Co/Mo
52518,37,-3,26.41818,0,0,0,52.90121,0,0,0,20.68062,0,0,0,0,0.631,545.1218,155.8192507,150.7137883,0.132030153,0.059249802,-13.90215636,1.866576838,0.187862378,3,Al/Co/Mo
52519,37,-1,25.99378,0,0,0,52.74377,0,0,0,21.26245,0,0,0,0,0.635,534.6244,153.7873818,148.6719205,0.13201775,0.059014265,-13.76798209,1.869351654,0.188429932,3,Al/Co/Mo
52520,37,1,25.58187,0,0,0,52.4967,0,0,0,21.92143,0,0,0,0,0.638,530.9567,153.4539197,148.3296017,0.132016094,0.058764611,-13.62971235,1.872308955,0.189146589,3,Al/Co/Mo
52521,37,3,25.16997,0,0,0,52.24962,0,0,0,22.58041,0,0,0,0,0.641,534.1187,155.0936493,149.9604749,0.13201444,0.058513879,-13.49125456,1.875266229,0.189814491,3,Al/Co/Mo
52522,37,5,24.75807,0,0,0,52.00254,0,0,0,23.23939,0,0,0,0,0.644,537.2807,156.7419732,151.5999424,0.132012786,0.058262053,-13.3526067,1.878223503,0.190434133,3,Al/Co/Mo
52523,37,7,24.34617,0,0,0,51.75546,0,0,0,23.89837,0,0,0,0,0.645,540.4427,157.9092503,152.7583631,0.132011131,0.058009118,-13.21376875,1.881180777,0.191005984,3,Al/Co/Mo
52524,37,9,23.98659,0,0,0,51.39121,0,0,0,24.6222,0,0,0,0,0.647,543.6048,159.3256744,154.1683928,0.132026028,0.057755609,-13.08045365,1.884178367,0.191761754,3,Al/Co/Mo
52525,37,11,23.62826,0,0,0,51.02178,0,0,0,25.34996,0,0,0,0,0.65,543.6512,160.0780958,154.9145,0.132041582,0.057500364,-12.94697577,1.887183586,0.192477963,3,Al/Co/Mo
52526,37,13,23.2712,0,0,0,50.64716,0,0,0,26.08165,0,0,0,0,0.651,540.582,159.4192535,154.2494239,0.13205781,0.05724334,-12.81333903,1.890196568,0.193154737,3,Al/Co/Mo
52527,37,15,22.91538,0,0,0,50.26735,0,0,0,26.81727,0,0,0,0,0.651,537.5129,158.5141667,153.3381843,0.132074668,0.056984489,-12.6795273,1.89321683,0.193792072,3,Al/Co/Mo
52528,37,17,22.56083,0,0,0,49.88235,0,0,0,27.55682,0,0,0,0,0.653,534.4437,158.0932565,152.9112016,0.1320922,0.05672376,-12.5455502,1.896244855,0.194390063,3,Al/Co/Mo
52529,37,19,22.20753,0,0,0,49.49216,0,0,0,28.30031,0,0,0,0,0.656,531.3746,157.9075271,152.7194802,0.13211039,0.056461096,-12.41139648,1.899280537,0.194948694,3,Al/Co/Mo
52530,37,21,21.85548,0,0,0,49.09679,0,0,0,29.04773,0,0,0,0,0.66,528.3054,157.9527485,152.7587898,0.132129237,0.056196443,-12.27706249,1.902323848,0.195467928,3,Al/Co/Mo
52531,39,-17,30.03963,0,0,0,52.6763,0,0,0,17.28407,0,0,0,0,0.595,658.8034,177.5705744,172.5645538,0.132308381,0.06085547,-14.88539772,1.847288395,0.185417238,3,Al/Co/Mo
52532,39,-15,29.56423,0,0,0,52.6985,0,0,0,17.73727,0,0,0,0,0.602,635.3526,173.2644661,168.2454574,0.132272661,0.060650336,-14.75896087,1.849840935,0.185873005,3,Al/Co/Mo
52533,39,-13,29.09397,0,0,0,52.7087,0,0,0,18.19733,0,0,0,0,0.609,611.9019,168.8096605,163.77791,0.132238621,0.060442605,-14.63182092,1.852398805,0.186317967,3,Al/Co/Mo
52534,39,-11,28.62883,0,0,0,52.70691,0,0,0,18.66426,0,0,0,0,0.615,588.4511,163.9395342,158.8952875,0.132206258,0.060232421,-14.50406526,1.854962087,0.186751974,3,Al/Co/Mo
52535,39,-9,28.16883,0,0,0,52.69312,0,0,0,19.13805,0,0,0,0,0.621,571.1283,160.6658155,155.6093189,0.132175575,0.060019934,-14.37578698,1.857530699,0.187174888,3,Al/Co/Mo
52536,39,-7,27.71397,0,0,0,52.66733,0,0,0,19.61871,0,0,0,0,0.627,559.9334,159.0384435,153.9699428,0.132146585,0.059805276,-14.24707294,1.860104857,0.18758659,3,Al/Co/Mo
52537,39,-5,27.26424,0,0,0,52.62954,0,0,0,20.10623,0,0,0,0,0.634,548.7385,157.5987947,152.5185363,0.132119261,0.059588587,-14.11799895,1.862684184,0.187986891,3,Al/Co/Mo
52538,39,-3,26.81964,0,0,0,52.57975,0,0,0,20.60061,0,0,0,0,0.639,537.5436,155.6011333,150.5093638,0.132093602,0.059369993,-13.98864348,1.86526868,0.188375646,3,Al/Co/Mo
52539,39,-1,26.40774,0,0,0,52.33267,0,0,0,21.25959,0,0,0,0,0.644,526.3487,153.5527589,148.4521331,0.132091948,0.05912226,-13.85108299,1.868225954,0.189156371,3,Al/Co/Mo
52540,39,1,25.99583,0,0,0,52.0856,0,0,0,21.91857,0,0,0,0,0.649,523.1133,153.7937409,148.6842583,0.132090292,0.058873467,-13.71333044,1.871183255,0.189887819,3,Al/Co/Mo
52541,39,3,25.58393,0,0,0,51.83852,0,0,0,22.57755,0,0,0,0,0.652,527.8374,155.8999431,150.7816042,0.132088638,0.058623606,-13.57538978,1.874140529,0.190570593,3,Al/Co/Mo
52542,39,5,25.17203,0,0,0,51.59144,0,0,0,23.23654,0,0,0,0,0.656,532.5614,158.2602061,153.1330102,0.132086997,0.058372654,-13.43726058,1.877098019,0.191205216,3,Al/Co/Mo
52543,39,7,24.76012,0,0,0,51.34436,0,0,0,23.89552,0,0,0,0,0.658,537.2855,160.1508381,155.0147861,0.132085329,0.05812061,-13.29893536,1.880055132,0.191792107,3,Al/Co/Mo
52544,39,9,24.34822,0,0,0,51.09728,0,0,0,24.5545,0,0,0,0,0.66,542.0095,162.0500003,156.9050919,0.132083675,0.057867451,-13.16042445,1.883012406,0.19233176,3,Al/Co/Mo
52545,39,11,23.9899,0,0,0,50.72785,0,0,0,25.28226,0,0,0,0,0.664,542.8024,163.2706195,158.1193966,0.132099243,0.057612003,-13.02693313,1.886017786,0.193064024,3,Al/Co/Mo
52546,39,13,23.63283,0,0,0,50.35322,0,0,0,26.01395,0,0,0,0,0.666,539.6641,162.8155796,157.6581238,0.132115444,0.057354742,-12.89325588,1.889030419,0.193756862,3,Al/Co/Mo
52547,39,15,23.27702,0,0,0,49.97341,0,0,0,26.74957,0,0,0,0,0.668,536.5258,162.3548532,157.1912443,0.132132316,0.057095615,-12.7593987,1.892050842,0.194410359,3,Al/Co/Mo
52548,39,17,22.92246,0,0,0,49.58842,0,0,0,27.48912,0,0,0,0,0.672,533.3874,162.3716588,157.2019772,0.132149846,0.056834569,-12.62535372,1.895078894,0.195024538,3,Al/Co/Mo
52549,41,-11,29.04056,0,0,0,52.36146,0,0,0,18.59798,0,0,0,0,0.625,584.7766,165.5648749,160.5348128,0.132273079,0.060337741,-14.5844328,1.853664832,0.187237399,3,Al/Co/Mo
52550,41,-9,28.57671,0,0,0,52.35667,0,0,0,19.06662,0,0,0,0,0.63,565.6424,161.4286845,156.386188,0.132241136,0.060128198,-14.45723045,1.856229419,0.18765823,3,Al/Co/Mo
52551,41,-7,28.118,0,0,0,52.33987,0,0,0,19.54213,0,0,0,0,0.636,553.7501,159.5398338,154.4851492,0.132210874,0.059916328,-14.32949904,1.858799364,0.188068033,3,Al/Co/Mo
52552,41,-5,27.66441,0,0,0,52.31108,0,0,0,20.0245,0,0,0,0,0.642,541.8577,157.5863075,152.5196809,0.132182276,0.059702265,-14.20131765,1.861374505,0.188466604,3,Al/Co/Mo
52553,41,-3,27.2336,0,0,0,52.16865,0,0,0,20.59775,0,0,0,0,0.649,529.9654,155.8082377,150.7313037,0.132167801,0.059471385,-14.0686405,1.86414298,0.189077987,3,Al/Co/Mo
52554,41,-1,26.82169,0,0,0,51.92157,0,0,0,21.25673,0,0,0,0,0.654,518.0731,153.4853728,148.3995826,0.132166132,0.059224477,-13.93159277,1.867100093,0.189873341,3,Al/Co/Mo
52555,41,1,26.40979,0,0,0,51.67449,0,0,0,21.91572,0,0,0,0,0.66,515.27,154.0554246,148.9607775,0.132164491,0.058976514,-13.7943609,1.870057583,0.190619542,3,Al/Co/Mo
52556,41,3,25.99789,0,0,0,51.42742,0,0,0,22.5747,0,0,0,0,0.664,521.5561,156.8799024,151.7763984,0.13216285,0.058727491,-13.65693979,1.873015045,0.191317104,3,Al/Co/Mo
52557,41,5,25.58598,0,0,0,51.18034,0,0,0,23.23368,0,0,0,0,0.669,527.8421,159.9662433,154.8538831,0.132161181,0.058477396,-13.51932181,1.875972158,0.191966562,3,Al/Co/Mo
52558,41,7,25.17408,0,0,0,50.93326,0,0,0,23.89266,0,0,0,0,0.672,534.1282,162.5971701,157.4759535,0.132159527,0.058226211,-13.38151811,1.878929432,0.192568439,3,Al/Co/Mo
52559,41,9,24.76218,0,0,0,50.68618,0,0,0,24.55164,0,0,0,0,0.676,540.4143,165.4899903,160.3599173,0.132157873,0.057973923,-13.24352432,1.881886706,0.193123161,3,Al/Co/Mo
52560,41,11,24.35028,0,0,0,50.4391,0,0,0,25.21062,0,0,0,0,0.68,541.9536,166.9433869,161.8044576,0.132156219,0.057720516,-13.10534046,1.88484398,0.193631134,3,Al/Co/Mo
52561,-41,-11,0,10.01287,85.50188,0,4.233313,0,0,0,0.2519429,0,0,0,0,0.197,837.8282,74.7686264,59.59787351,0.129333255,0.099818954,-3.457174381,1.666567953,0.052875797,4,Cr/Ti/Co/Mo
52562,-41,-9,0,10.14161,85.45594,0,4.151325,0,0,0,0.2511155,0,0,0,0,0.2,828.0666,75.02283396,59.80891301,0.129388503,0.100342666,-3.471951095,1.666331691,0.052528121,4,Cr/Ti/Co/Mo
52563,-41,-7,0,10.27036,85.41001,0,4.069337,0,0,0,0.250288,0,0,0,0,0.205,818.305,75.99189383,60.73479937,0.12944378,0.100860968,-3.486473439,1.666095754,0.05217706,4,Cr/Ti/Co/Mo
52564,-41,-5,0,10.39911,85.36408,0,3.98735,0,0,0,0.2494606,0,0,0,0,0.209,808.5434,76.55046348,61.25019545,0.129499059,0.101373926,-3.50073845,1.665859839,0.051822554,4,Cr/Ti/Co/Mo
52565,-41,-3,0,10.52786,85.31814,0,3.905362,0,0,0,0.2486331,0,0,0,0,0.214,798.7818,77.43550526,62.09206496,0.129554323,0.101881639,-3.514745261,1.665623737,0.051464516,4,Cr/Ti/Co/Mo
52566,-41,-1,0,10.65661,85.27221,0,3.823374,0,0,0,0.2478057,0,0,0,0,0.22,789.0201,78.63374317,63.24712935,0.129609601,0.102384171,-3.528494842,1.665387802,0.051102882,4,Cr/Ti/Co/Mo
52567,-41,1,0,10.79845,85.21199,0,3.745031,0,0,0,0.2445334,0,0,0,0,0.225,779.2585,79.42592261,63.99232684,0.129670238,0.102931988,-3.546025665,1.665142428,0.050697731,4,Cr/Ti/Co/Mo
52568,-41,3,0,10.9816,85.11549,0,3.655815,0,0,0,0.2470926,0,0,0,0,0.231,769.4969,80.52246411,65.02943826,0.129749265,0.103630158,-3.570829541,1.664885576,0.050388315,4,Cr/Ti/Co/Mo
52569,-41,5,0,11.16842,85.01492,0,3.564834,0,0,0,0.2518323,0,0,0,0,0.237,759.7353,81.56594154,66.01244666,0.12983013,0.104331959,-3.595660556,1.664634533,0.050121624,4,Cr/Ti/Co/Mo
52570,-41,7,0,11.35308,84.91468,0,3.475093,0,0,0,0.257145,0,0,0,0,0.244,749.9737,82.89609301,67.28288706,0.129910108,0.105015658,-3.619791016,1.664389664,0.049871709,4,Cr/Ti/Co/Mo
52571,-41,9,0,11.53559,84.81478,0,3.386594,0,0,0,0.2630307,0,0,0,0,0.251,740.2121,84.16433641,68.4921718,0.12998923,0.105681813,-3.643240568,1.664151336,0.04963893,4,Cr/Ti/Co/Mo
52572,-41,11,0,11.71594,84.71523,0,3.299336,0,0,0,0.2694894,0,0,0,0,0.259,734.0664,86.12580851,70.39544066,0.130067492,0.106330906,-3.666022358,1.663919534,0.049423616,4,Cr/Ti/Co/Mo
52573,-39,-17,0,10.07258,85.06208,0,4.606667,0,0,0,0.2586667,0,0,0,0,0.192,857.1087,74.54788629,59.38337387,0.129359655,0.100062467,-3.552232513,1.667398864,0.054614193,4,Cr/Ti/Co/Mo
52574,-39,-15,0,10.20992,85.00742,0,4.525333,0,0,0,0.2573333,0,0,0,0,0.194,848.1787,74.53964051,59.32942424,0.12941858,0.100618217,-3.56968172,1.667158536,0.054274396,4,Cr/Ti/Co/Mo
52575,-39,-13,0,10.34725,84.95275,0,4.444,0,0,0,0.256,0,0,0,0,0.198,839.2488,75.27558187,60.01966712,0.129477478,0.101167822,-3.586849759,1.6669179,0.053931388,4,Cr/Ti/Co/Mo
52576,-39,-11,0,10.48458,84.89808,0,4.362667,0,0,0,0.2546667,0,0,0,0,0.202,830.3188,75.97915211,60.67753889,0.129536375,0.101711413,-3.603739634,1.666677264,0.053585106,4,Cr/Ti/Co/Mo
52577,-39,-9,0,10.62192,84.84342,0,4.281333,0,0,0,0.2533333,0,0,0,0,0.206,821.3888,76.65036004,61.30304296,0.1295953,0.102249114,-3.620354314,1.666436936,0.05323548,4,Cr/Ti/Co/Mo
52578,-39,-7,0,10.75925,84.78875,0,4.2,0,0,0,0.252,0,0,0,0,0.211,812.4589,77.65725904,62.26424349,0.129654198,0.102780983,-3.636687853,1.6661963,0.052882453,4,Cr/Ti/Co/Mo
52579,-39,-5,0,10.89658,84.73408,0,4.118667,0,0,0,0.2506667,0,0,0,0,0.215,803.5289,78.25969722,62.82098319,0.129713095,0.103307137,-3.652743229,1.665955664,0.052525952,4,Cr/Ti/Co/Mo
52580,-39,-3,0,11.03392,84.67942,0,4.037333,0,0,0,0.2493333,0,0,0,0,0.22,794.5989,79.18972637,63.7053085,0.12977202,0.103827693,-3.668523381,1.665715336,0.052165901,4,Cr/Ti/Co/Mo
52581,-39,-1,0,11.17125,84.62475,0,3.956,0,0,0,0.248,0,0,0,0,0.225,785.669,80.07931283,64.54919648,0.129830918,0.1043427,-3.684022421,1.6654747,0.051802236,4,Cr/Ti/Co/Mo
52582,-39,1,0,11.4182,84.46237,0,3.87868,0,0,0,0.2407514,0,0,0,0,0.232,776.739,81.63216194,66.02383594,0.12993631,0.105255422,-3.726793465,1.665169596,0.051333482,4,Cr/Ti/Co/Mo
52583,-39,3,0,11.60654,84.36155,0,3.78682,0,0,0,0.2450853,0,0,0,0,0.237,767.8091,82.43275279,66.76342711,0.130017766,0.105939472,-3.751415747,1.664913736,0.051059702,4,Cr/Ti/Co/Mo
52584,-39,5,0,11.79273,84.26107,0,3.6962,0,0,0,0.2499921,0,0,0,0,0.244,758.8791,83.88042468,68.15085187,0.130098363,0.106606032,-3.775337579,1.664664377,0.050802235,4,Cr/Ti/Co/Mo
52585,-39,7,0,11.97677,84.16094,0,3.606822,0,0,0,0.255472,0,0,0,0,0.25,749.9491,84.93173558,69.14266678,0.130178118,0.107255607,-3.798575987,1.664421727,0.050561439,4,Cr/Ti/Co/Mo
52586,-39,9,0,12.15865,84.06114,0,3.518685,0,0,0,0.2615248,0,0,0,0,0.258,741.0192,86.60587798,70.75807111,0.130256987,0.107888683,-3.821143073,1.664185268,0.050337634,4,Cr/Ti/Co/Mo
52587,-39,11,0,12.33837,83.96169,0,3.431788,0,0,0,0.2681506,0,0,0,0,0.265,734.9609,88.22838124,72.32259178,0.130334994,0.108505711,-3.843055107,1.663955315,0.050131139,4,Cr/Ti/Co/Mo
52588,-39,13,0,12.51594,83.86258,0,3.346133,0,0,0,0.2753495,0,0,0,0,0.273,731.7744,90.49780827,74.53478861,0.130412146,0.109107174,-3.864330532,1.663731906,0.04994227,4,Cr/Ti/Co/Mo
52589,-39,15,0,12.69135,83.76381,0,3.261718,0,0,0,0.2831213,0,0,0,0,0.281,728.5879,92.74413955,76.72464642,0.130488423,0.109693479,-3.88498141,1.663514834,0.049771299,4,Cr/Ti/Co/Mo
52590,-39,17,0,12.86461,83.66538,0,3.178545,0,0,0,0.2914661,0,0,0,0,0.291,725.4014,95.62458875,79.54937455,0.130563845,0.110265059,-3.905026177,1.663304304,0.04961851,4,Cr/Ti/Co/Mo
52591,-37,-21,0,10.25775,84.58625,0,4.88,0,0,0,0.276,0,0,0,0,0.19,862.1917,74.20883962,59.00805297,0.129441193,0.100810011,-3.657781503,1.6680129,0.056141228,4,Cr/Ti/Co/Mo
52592,-37,-19,0,10.39508,84.53158,0,4.798667,0,0,0,0.2746667,0,0,0,0,0.193,855.2027,74.76951686,59.52303174,0.12950009,0.10135742,-3.675306014,1.667772264,0.055813378,4,Cr/Ti/Co/Mo
52593,-37,-17,0,10.53242,84.47692,0,4.717333,0,0,0,0.2733333,0,0,0,0,0.197,847.1044,75.59644376,60.30425478,0.129559015,0.101898874,-3.692555374,1.667531936,0.055482544,4,Cr/Ti/Co/Mo
52594,-37,-15,0,10.66975,84.42225,0,4.636,0,0,0,0.272,0,0,0,0,0.2,839.006,76.0139436,60.67605615,0.129617913,0.102434431,-3.709523549,1.6672913,0.05514868,4,Cr/Ti/Co/Mo
52595,-37,-13,0,10.80708,84.36758,0,4.554667,0,0,0,0.2706667,0,0,0,0,0.204,830.9077,76.78584237,61.40225645,0.12967681,0.102964213,-3.726213561,1.667050664,0.054811728,4,Cr/Ti/Co/Mo
52596,-37,-11,0,10.94442,84.31292,0,4.473333,0,0,0,0.2693333,0,0,0,0,0.208,822.8094,77.52839291,62.09910313,0.129735735,0.103488335,-3.742628394,1.666810336,0.054471625,4,Cr/Ti/Co/Mo
52597,-37,-9,0,11.08175,84.25825,0,4.392,0,0,0,0.268,0,0,0,0,0.212,814.7111,78.2415952,62.76660695,0.129794633,0.104006851,-3.758762069,1.6665697,0.05412832,4,Cr/Ti/Co/Mo
52598,-37,-7,0,11.21908,84.20358,0,4.310667,0,0,0,0.2666667,0,0,0,0,0.217,806.6128,79.29084485,63.77015813,0.12985353,0.104519871,-3.774617582,1.666329064,0.053781749,4,Cr/Ti/Co/Mo
52599,-37,-5,0,11.35642,84.14892,0,4.229333,0,0,0,0.2653333,0,0,0,0,0.222,798.5145,80.30340921,64.73701863,0.129912455,0.105027502,-3.790197886,1.666088736,0.053431842,4,Cr/Ti/Co/Mo
52600,-37,-3,0,11.49375,84.09425,0,4.148,0,0,0,0.264,0,0,0,0,0.226,790.4161,80.92121949,65.30913044,0.129971353,0.105529791,-3.805497063,1.6658481,0.053078543,4,Cr/Ti/Co/Mo
52601,-37,-1,0,11.63108,84.03958,0,4.066667,0,0,0,0.2626667,0,0,0,0,0.232,782.3178,82.21847151,66.56068399,0.13003025,0.10602684,-3.820518076,1.665607464,0.052721779,4,Cr/Ti/Co/Mo
52602,-37,1,0,11.94167,83.7895,0,4.050667,0,0,0,0.2181667,0,0,0,0,0.238,774.2195,83.47170117,67.71810055,0.130158921,0.107134957,-3.892386985,1.665225694,0.051669131,4,Cr/Ti/Co/Mo
52603,-37,3,0,12.23364,83.60727,0,3.916584,0,0,0,0.242505,0,0,0,0,0.244,766.1212,84.68090848,68.83452632,0.13028714,0.108148873,-3.931111327,1.664935537,0.051703653,4,Cr/Ti/Co/Mo
52604,-37,5,0,12.4192,83.50689,0,3.826326,0,0,0,0.247579,0,0,0,0,0.251,758.0229,86.1894778,70.28306909,0.130367483,0.108782499,-3.954125063,1.664688049,0.051455008,4,Cr/Ti/Co/Mo
52605,-37,7,0,12.60261,83.40685,0,3.73731,0,0,0,0.2532259,0,0,0,0,0.257,749.9246,87.30697186,71.341289,0.130446972,0.109400148,-3.976468108,1.664447099,0.051222917,4,Cr/Ti/Co/Mo
52606,-37,9,0,12.78386,83.30716,0,3.649534,0,0,0,0.2594459,0,0,0,0,0.265,741.8262,89.05252618,73.02832465,0.130525599,0.110002236,-3.998153438,1.664212659,0.05100769,4,Cr/Ti/Co/Mo
52607,-37,11,0,12.96296,83.20781,0,3.563,0,0,0,0.2662388,0,0,0,0,0.272,735.8555,90.66917129,74.58720349,0.13060337,0.110589225,-4.019199622,1.663984756,0.050809637,4,Cr/Ti/Co/Mo
52608,-37,13,0,13.13989,83.1088,0,3.477706,0,0,0,0.2736048,0,0,0,0,0.28,732.0122,92.84842745,76.7094543,0.13068025,0.11116148,-4.039616133,1.663763034,0.050629039,4,Cr/Ti/Co/Mo
52609,-37,15,0,13.31468,83.01013,0,3.393654,0,0,0,0.2815437,0,0,0,0,0.289,728.1689,95.32968788,79.13445759,0.130756292,0.111719461,-4.059427003,1.663548013,0.050466179,4,Cr/Ti/Co/Mo
52610,-37,17,0,13.4873,82.9118,0,3.310842,0,0,0,0.2900557,0,0,0,0,0.297,724.3257,97.451504,81.20077749,0.130831442,0.112263481,-4.078638631,1.663339173,0.0503213,4,Cr/Ti/Co/Mo
52611,-37,19,0,13.65777,82.81381,0,3.229272,0,0,0,0.2991406,0,0,0,0,0.307,720.4824,100.1982079,83.89273752,0.130905737,0.112793944,-4.097271914,1.663136871,0.050194649,4,Cr/Ti/Co/Mo
52612,-37,21,0,13.82609,82.71617,0,3.148942,0,0,0,0.3087985,0,0,0,0,0.317,716.6392,102.9101058,86.55064289,0.130979187,0.11331119,-4.115341425,1.662941237,0.050086433,4,Cr/Ti/Co/Mo
52613,-35,-23,0,10.58025,84.05575,0,5.072,0,0,0,0.292,0,0,0,0,0.193,852.1836,74.50555996,59.22280061,0.129581628,0.102085537,-3.781186654,1.6683863,0.057304467,4,Cr/Ti/Co/Mo
52614,-35,-21,0,10.71758,84.00108,0,4.990667,0,0,0,0.2906667,0,0,0,0,0.196,849.5868,75.4331128,60.10465498,0.129640525,0.102618985,-3.798511301,1.668145664,0.056984887,4,Cr/Ti/Co/Mo
52615,-35,-19,0,10.85492,83.94642,0,4.909333,0,0,0,0.2893333,0,0,0,0,0.199,844.3667,76.1171249,60.74296323,0.12969945,0.103146713,-3.815560814,1.667905336,0.056662478,4,Cr/Ti/Co/Mo
52616,-35,-17,0,10.99225,83.89175,0,4.828,0,0,0,0.288,0,0,0,0,0.203,837.1,76.9788789,61.55901875,0.129758348,0.103668774,-3.832329126,1.6676647,0.056337202,4,Cr/Ti/Co/Mo
52617,-35,-15,0,11.12958,83.83708,0,4.746667,0,0,0,0.2866667,0,0,0,0,0.206,829.8333,77.43838389,61.97282527,0.129817245,0.104185282,-3.848819274,1.667424064,0.056009004,4,Cr/Ti/Co/Mo
52618,-35,-13,0,11.26692,83.78242,0,4.665333,0,0,0,0.2853333,0,0,0,0,0.21,822.5667,78.25077017,62.73950769,0.12987617,0.104696345,-3.865034259,1.667183736,0.055677829,4,Cr/Ti/Co/Mo
52619,-35,-11,0,11.40425,83.72775,0,4.584,0,0,0,0.284,0,0,0,0,0.214,815.3,79.0368126,63.47985165,0.129935068,0.105202012,-3.880968071,1.6669431,0.05534363,4,Cr/Ti/Co/Mo
52620,-35,-9,0,11.54158,83.67308,0,4.502667,0,0,0,0.2826667,0,0,0,0,0.219,808.0333,80.16255959,64.55990017,0.129993965,0.105702386,-3.896623721,1.666702464,0.055006349,4,Cr/Ti/Co/Mo
52621,-35,-7,0,11.67892,83.61842,0,4.421333,0,0,0,0.2813333,0,0,0,0,0.223,800.7667,80.89265127,65.24428799,0.13005289,0.106197568,-3.912004177,1.666462136,0.054665924,4,Cr/Ti/Co/Mo
52622,-35,-5,0,11.81625,83.56375,0,4.34,0,0,0,0.28,0,0,0,0,0.228,793.5,81.955854,66.26179225,0.130111788,0.106687601,-3.927103491,1.6662215,0.054322306,4,Cr/Ti/Co/Mo
52623,-35,-3,0,11.95358,83.50908,0,4.258667,0,0,0,0.2786667,0,0,0,0,0.233,786.2333,82.98613858,67.24637836,0.130170685,0.10717258,-3.941924641,1.665980864,0.053975428,4,Cr/Ti/Co/Mo
52624,-35,-1,0,12.11567,83.4265,0,4.186667,0,0,0,0.2711667,0,0,0,0,0.239,778.9667,84.33638771,68.54376549,0.130239571,0.107739029,-3.964635644,1.665720294,0.053529368,4,Cr/Ti/Co/Mo
52625,-35,1,0,12.451,83.1485,0,4.18,0,0,0,0.2205,0,0,0,0,0.245,771.7,85.6471245,69.7515353,0.130378185,0.108892567,-4.044028803,1.6653181,0.052395647,4,Cr/Ti/Co/Mo
52626,-35,3,0,12.7945,82.89,0,4.1095,0,0,0,0.206,0,0,0,0,0.251,764.4333,86.91835951,70.91598631,0.130524295,0.110042406,-4.109314378,1.6649531,0.051809042,4,Cr/Ti/Co/Mo
52627,-35,5,0,13.04783,82.75237,0,3.955211,0,0,0,0.2445928,0,0,0,0,0.258,757.1667,88.4931009,72.40909962,0.130637477,0.110867211,-4.131992324,1.664705359,0.052080991,4,Cr/Ti/Co/Mo
52628,-35,7,0,13.23061,82.65243,0,3.866556,0,0,0,0.2504069,0,0,0,0,0.265,749.9,90.0217455,73.87869073,0.130716711,0.111454887,-4.153440686,1.664466262,0.051857237,4,Cr/Ti/Co/Mo
52629,-35,9,0,13.41123,82.55283,0,3.779143,0,0,0,0.256794,0,0,0,0,0.272,742.6333,91.50430469,75.30295302,0.130795072,0.112027878,-4.174244599,1.664233543,0.051650233,4,Cr/Ti/Co/Mo
52630,-35,11,0,13.5897,82.45358,0,3.69297,0,0,0,0.2637541,0,0,0,0,0.279,736.75,93.11562225,76.85672495,0.130872589,0.112586592,-4.194422305,1.664007493,0.051460261,4,Cr/Ti/Co/Mo
52631,-35,13,0,13.76601,82.35467,0,3.608039,0,0,0,0.2712871,0,0,0,0,0.288,732.25,95.532264,79.21657769,0.130949234,0.113131393,-4.213986633,1.663787819,0.051287601,4,Cr/Ti/Co/Mo
52632,-35,15,0,13.94016,82.2561,0,3.524348,0,0,0,0.2793932,0,0,0,0,0.296,727.75,97.582542,81.21082339,0.131025004,0.113662644,-4.232952276,1.663574488,0.051132506,4,Cr/Ti/Co/Mo
52633,-35,17,0,14.11216,82.15787,0,3.441899,0,0,0,0.2880723,0,0,0,0,0.305,723.25,99.92783625,83.50083774,0.131099918,0.114180713,-4.25133756,1.663367697,0.050995227,4,Cr/Ti/Co/Mo
52634,-35,19,0,14.282,82.05999,0,3.36069,0,0,0,0.2973243,0,0,0,0,0.315,718.75,102.5620313,86.08050833,0.131173971,0.114685906,-4.269154519,1.663167411,0.050875973,4,Cr/Ti/Co/Mo
52635,-35,21,0,14.44968,81.96244,0,3.280723,0,0,0,0.3071494,0,0,0,0,0.324,714.25,104.831901,88.29661151,0.131247139,0.115178563,-4.286417517,1.662973339,0.050774962,4,Cr/Ti/Co/Mo
52636,-35,23,0,14.61521,81.86524,0,3.201996,0,0,0,0.3175474,0,0,0,0,0.336,709.75,108.029628,91.44132322,0.131319462,0.115658994,-4.30314402,1.662785935,0.050692365,4,Cr/Ti/Co/Mo
52637,-33,-27,0,10.7114,83.6298,0,5.355,0,0,0,0.3038,0,0,0,0,0.194,841.6892,73.96933027,58.66644235,0.12963932,0.102594678,-3.875645619,1.66901544,0.058663653,4,Cr/Ti/Co/Mo
52638,-33,-25,0,10.90275,83.52525,0,5.264,0,0,0,0.308,0,0,0,0,0.197,840.6302,75.01867968,59.65394763,0.129722063,0.103328445,-3.90472359,1.6687597,0.058442174,4,Cr/Ti/Co/Mo
52639,-33,-23,0,11.04008,83.47058,0,5.182667,0,0,0,0.3066667,0,0,0,0,0.199,838.8023,75.61551094,60.20508042,0.12978096,0.103848478,-3.921848375,1.668519064,0.058130393,4,Cr/Ti/Co/Mo
